tournament_id,match_id,game_id
2095,353196,173474
2095,353197,173476
2095,353199,173482
2095,353199,173481
2095,353198,173479
2095,353198,173478
2095,353197,173475
2095,353200,173484
2095,353200,173485
2095,353200,173486
2095,353201,173488
2095,353201,173487
2095,371266,178819
2095,371266,178820
2095,371266,178821
2095,371267,178823
2095,371268,178825
2095,371267,178822
2095,371268,178826
2095,371269,178829
2095,371270,178831
2095,371270,178832
2095,371269,178828
2095,371272,178840
2095,371272,178841
2095,371272,178839
2095,371273,178842
2095,371273,178843
2095,371273,178844
2095,371273,178845
2096,359604,174904
2095,371273,178846
2096,359604,174903
2096,359603,174901
2096,359603,174900
2095,371271,178837
2096,359606,174909
2095,371271,178836
2095,371271,178834
2095,371271,178835
2096,359605,174906
2096,359606,174910
2096,359605,174907
2096,359606,174911
2096,359607,174912
2096,359608,174915
2096,359608,174916
2096,359607,174914
2096,359607,174913
2096,359609,174919
2096,359609,174918
2096,359609,174920
2096,370724,178699
2096,370724,178698
2096,370726,178703
2096,370728,178711
2096,370728,178712
2096,370728,178713
2096,370726,178704
2096,370729,178717
2096,370729,178715
2096,370729,178714
2096,370727,178706
