tournament_id,team_id
649,6126
649,591
649,1352
664,1466
664,4574
664,6037
664,4918
664,5396
664,1596
664,6162
664,1742
664,3527
664,4811
664,6159
664,4569
664,3621
664,6160
664,5402
664,6161
570,6389
570,624
570,1110
570,4050
570,466
570,5931
570,4325
570,904
570,623
570,2032
570,2112
570,5413
570,4329
570,6397
570,3717
570,3136
536,4894
536,581
536,2406
536,420
536,7013
536,3512
536,4927
536,243
547,682
547,4567
547,3531
547,257
547,2304
547,474
547,1209
547,108
547,4915
547,4686
547,628
547,921
621,2355
621,719
621,4094
621,363
621,724
621,3322
621,367
621,5996
578,2
578,120
578,427
578,533
578,637
578,337
578,106
578,642
595,198
595,1670
595,2542
595,1970
595,2328
595,5355
595,2554
595,2806
595,5342
595,5346
595,4026
595,3315
595,5337
595,4451
595,4764
595,5351
595,5339
595,5340
595,5343
595,5344
595,1139
595,5349
595,5348
595,2556
595,5338
595,5341
595,2555
595,5345
595,5353
595,5350
595,5347
595,5356
540,5448
540,277
540,2988
540,2934
540,2987
540,5148
540,513
540,104
535,581
535,2406
535,4894
535,4927
535,2428
535,1916
535,3290
535,5316
625,466
625,878
625,5960
625,3652
625,4893
625,5963
625,5541
625,2814
567,623
567,5427
567,5984
567,5426
567,4278
567,2270
567,4993
567,4994
569,624
569,1919
569,2532
569,2505
569,5608
569,5976
569,879
569,3613
569,2506
569,1948
569,5980
569,5975
569,7973
569,3357
569,1921
569,5977
569,5978
569,5979
569,5607
581,3136
581,3718
581,4891
581,4251
581,5367
581,4150
581,5491
581,5433
604,4329
604,4331
604,4324
604,4330
604,5615
604,388
604,4860
604,5378
574,6397
574,2303
574,3107
574,3179
574,5329
574,5333
574,5988
574,5673
517,3322
517,724
517,4987
517,2364
517,2360
517,367
517,2354
517,4355
576,106
576,337
576,642
576,637
576,14
576,17
576,4940
576,2815
544,474
544,2304
544,2593
544,4663
544,3908
544,2373
544,2533
544,2059
545,4686
545,4669
545,2908
545,2036
545,1184
545,1913
545,1453
545,397
546,108
546,6267
546,1341
546,1342
546,488
546,4518
546,10094
546,4621
534,7013
534,3512
534,420
534,243
534,5316
534,2428
534,1916
534,2406
611,1110
611,466
611,2814
611,3652
611,878
611,1700
611,2029
611,5541
573,904
573,6397
573,3107
573,5333
573,5673
573,5329
573,5332
573,3112
573,5674
568,5413
568,624
568,2532
568,1919
568,617
568,879
568,3613
568,3524
568,5608
568,5408
568,5611
568,3616
603,4325
603,4330
603,388
603,4331
603,2151
603,4329
603,4322
603,4324
603,5378
580,3717
580,4891
580,3136
580,4251
580,1926
580,4150
580,5491
580,4855
566,4050
566,4993
566,2270
566,4994
566,5427
566,5419
566,2741
566,4875
539,2934
539,104
539,2987
539,5148
539,2983
539,5156
539,4019
539,2986
555,2032
555,2814
555,466
555,3652
555,1695
555,1700
555,5266
555,3141
564,2112
564,4050
564,2270
564,5427
564,4537
564,623
564,989
564,4875
579,6389
579,3717
579,4855
579,4891
579,3504
579,4150
579,1929
579,1926
538,5448
538,277
538,2988
538,513
538,2986
538,2983
538,4019
538,5156
557,918
557,799
557,4809
557,2917
557,4808
557,910
557,5900
557,5902
557,6003
557,4807
557,5907
557,5895
557,4806
557,5936
594,1208
594,4963
594,1696
594,591
594,4036
594,1323
594,6047
594,3279
594,4693
594,4074
533,420
533,243
533,2406
533,3512
533,5316
533,2428
533,7013
533,581
516,4094
516,363
516,724
516,2364
516,1991
516,4989
516,3129
516,3322
516,2355
516,719
516,367
516,2360
516,4355
516,361
516,4982
516,3942
520,2
520,533
520,120
520,427
520,4940
520,17
520,637
520,2815
541,3531
541,257
541,1209
541,628
541,474
541,2593
541,3908
541,2373
600,4326
600,388
600,4325
600,4329
600,4324
600,5334
600,2151
600,4330
469,1594
469,3382
469,4726
469,5395
469,5397
469,5393
469,5394
469,5398
469,1471
469,1466
469,5404
469,4685
469,4338
469,4918
469,4426
469,5405
469,1464
469,5401
469,5399
469,3527
469,5403
469,3550
469,5400
469,5402
542,4567
542,921
542,1184
542,4686
